concept_id	concept_synonym_name	language_concept_id
42031335	Fjällsjö distrikt	4175777
42031336	Graninge	4175777
42031336	Graninge distrikt	4175777
42031338	Junsele	4175777
42031338	Junsele distrikt	4175777
42031339	Långsele	4175777
42031339	Långsele distrikt	4175777
42031341	Ljustorp	4175777
42031341	Ljustorps distrikt	4175777
42031342	Örnsköldsvik	4175777
42031342	Örnsköldsviks distrikt	4175777
42031345	Mo	4175777
42031345	Mo distrikt	4175777
42031346	Multrå	4175777
42031346	Multrå distrikt	4175777
42031347	Nätra	4175777
42031347	Nätra distrikt	4175777
42031348	Njurunda	4175777
42031348	Njurunda distrikt	4175777
42031349	Nora	4175777
42031349	Nora distrikt	4175777
42031350	Ramsele distrikt	4175777
42031351	Resele	4175777
42031351	Resele distrikt	4175777
42031352	Säbrå	4175777
42031352	Säbrå distrikt	4175777
42031353	Sånga	4175777
42031353	Sånga distrikt	4175777
42031354	Sättna	4175777
42031354	Sättna distrikt	4175777
42031355	Sidensjö	4175777
42031355	Sidensjö distrikt	4175777
42031356	Själevad	4175777
42031356	Själevads distrikt	4175777
42031357	Skog	4175777
42031357	Skogs distrikt	4175777
42031358	Skön	4175777
42031358	Sköns distrikt	4175777
42031359	Skönsmon	4175777
42031359	Skönsmons distrikt	4175777
42031360	Skorped	4175777
42031360	Skorpeds distrikt	4175777
42031361	Ytterlännäs	4175777
42031361	Ytterlännäs distrikt	4175777
42031362	Sollefteå	4175777
42031362	Sollefteå distrikt	4175777
42031363	Stigsjö	4175777
42031363	Stigsjö distrikt	4175777
42031364	Styrnäs	4175777
42031364	Styrnäs distrikt	4175777
42031365	Sundsvalls Gustav Adolf	4175777
42031365	Sundsvalls Gustav Adolfs distrikt	4175777
42031367	Tåsjö	4175777
42031367	Tåsjö distrikt	4175777
42031368	Timrå	4175777
42031368	Timrå distrikt	4175777
42031369	Torp	4175777
42031369	Torps distrikt	4175777
42031370	Torsåker	4175777
42031370	Torsåkers distrikt	4175777
42031372	Tuna	4175777
42031372	Tuna distrikt	4175777
42031373	Tynderö	4175777
42031373	Tynderö distrikt	4175777
42031374	Ullånger	4175777
42031374	Ullångers distrikt	4175777
42031375	Umeå centralort	4175777
42031376	Vibyggerå	4175777
42031376	Vibyggerå distrikt	4175777
42031377	Viksjö	4175777
42031377	Viksjö distrikt	4175777
42032171	Koninkrijk der Nederlanden	4182503
42032171	Nederland	4182503
42032173	Curaçao	4182503
42032174	Nederland	4182503
42032175	Sint Maarten	4182503
42032175	Sint Maarten (Dutch part)	4182503
42032181	Caribisch Nederland	4182503
42032253	Den Haag	4182503
42032355	Afferden L	4182503
42032543	Bergen L	4182503
42032753	's-Gravenhage	4182503
42033795	Borough of Cheshire East	4180186
42033797	Borough of Cheshire West and Chester	4180186
42033844	County of Herefordshire	4180186
42033879	Neath Port Talbot County Borough	4180186
42033888	City of Newport	4180186
42033956	City and County of Swansea	4180186
42033977	Na h-Eileanan Siar	4180186
42033983	Royal Borough of Windsor and Maidenhead	4180186
42034000	Babergh District	4180186
42034037	City of Carlisle	4180186
42034049	Borough of Colchester	4180186
42034055	Cotswold District	4180186
42034063	Dacorum District	4180186
42034064	Dartford Borough Council	4180186
42034070	Metropolitan Borough of Dudley	4180186
42034108	Gravesham Borough Council	4180186
42034133	Borough of Havant	4180186
42034134	Hertsmere Borough	4180186
42034140	Borough of Ipswich	4180186
42034158	City of Lincoln	4180186
42034238	North Hertfordshire District	4180186
42034256	City of Norwich	4180186
42034300	Sevenoaks District Council	4180186
42034303	South Bucks District	4180186
42034336	City and District of St Albans	4180186
42034340	Stevenage District	4180186
42034348	Swale Borough Council	4180186
42034357	Tendring District	4180186
42034361	Thanet District Council	4180186
42034362	Three Rivers District	4180186
42034364	Tonbridge and Malling Borough Council	4180186
42034392	Watford Borough Council	4180186
42035068	Well L	4182503
42035286	United Kingdom of Great Britain and Northern Ireland	4180186
42035292	Greater London (incl. City of London)	4180186
42035293	City and County of the City of London	4180186
42035585	Lower Coole Glebe	4180186
42035650	Lower Alla	4180186
42035651	Upper Alla	4180186
42036084	South Ballinteer	4180186
42036377	North Ballinteer	4180186
42036640	East Ballygelagh	4180186
42036642	West Ballygelagh	4180186
42036767	South Ballyleese	4180186
42036785	North Ballyleese	4180186
42037306	Lower Balteagh	4180186
42037307	Upper Balteagh	4180186
42037347	Lower Barnes	4180186
42037348	Upper Barnes	4180186
42037613	North Bellemont	4180186
42037614	South Bellemont	4180186
42038101	Upper Coole Glebe	4180186
42038871	Lower Campsey	4180186
42038890	Upper Campsey	4180186
42040568	Upper Creevagh	4180186
42040673	Lower Creevagh	4180186
42040857	East Crossreagh	4180186
42040858	West Crossreagh	4180186
42041397	Domhnach Eich	4180186
42042752	Arwarton	4180186
42043712	Upper Gortagherty	4180186
42043960	Beàrnaraigh Mòr	4180186
42045770	Lower Kiltinny	4180186
42046186	United States of America	4180186
42046234	Lower Landahussy	4180186
42046235	Upper Landahussy	4180186
42046238	Commonwealth of Kentucky	4180186
42046242	Commonwealth of Massachusetts	4180186
42046283	Commonwealth of the Northern Mariana Islands	4180186
42046289	Commonwealth of Pennsylvania	4180186
42046290	Estado Libre Asociado de Puerto Rico	4180186
42046292	State of Rhode Island and Providence Plantations	4180186
42046302	Virgin Islands of the United States	4180186
42047043	Beàrnaraigh Beag	4180186
42047789	Upper Tullyally	4180186
42048458	North Mullaghacall	4180186
42048459	South Mullaghacall	4180186
42049616	An Rubha	4180186
42049780	Lower Quilley	4180186
42049781	Upper Quilley	4180186
42052792	East Tullaghmurry	4180186
42052794	West Tullaghmurry	4180186
42052814	Lower Tullyally	4180186
42052905	Upper Tullykittagh	4180186
42052922	Lower Tully	4180186
42053003	Upper Tully	4180186
42053784	Torr West	4180186
42054105	Municipality of Anchorage	4180186
42054426	Haines Borough	4180186
42054585	Aleutians East Borough	4180186
42054630	Northwest Arctic Borough	4180186
42054822	Bristol Bay Borough	4180186
42055308	Denali Borough	4180186
42055336	Dillingham Census Area	4180186
42055457	Fairbanks North Star Borough	4180186
42055816	Kenai Peninsula Borough	4180186
42055852	Ketchikan Gateway Borough	4180186
42056051	City and Borough of Juneau	4180186
42056118	Kodiak Island Borough	4180186
42056138	Lake and Peninsula Borough	4180186
42056427	Matanuska-Susitna Borough	4180186
42056663	Nome Census Area	4180186
42056672	North Slope Borough	4180186
42057224	Sitka City and Borough	4180186
42057690	Wrangell City and Borough	4180186
42057696	Yakutat City and Borough	4180186
42057888	Town of Grand Island	4180186
42060020	`Āmanave	4180186
42060076	Municipality of Anchorage	4180186
42061143	City of Belvedere	4180186
42066150	Town of Fairfax	4180186
42068055	City of Hamilton;Hamilton!	4180186
42072013	Krupp	4180186
42073403	Mt. Lebanon Township	4180186
42073909	City of Newman	4180186
42074412	City of Novato	4180186
42077276	Town of Ross	4180186
42077570	Town of San Anselmo	4180186
42077752	City of Sausalito	4180186
42078318	Skagway Municipality	4180186
42078946	City of State Line	4180186
42079697	City of the Village of Indian Hill	4180186
42079832	Town of Tiburon	4180186
42080382	Utqiaġvik	4180186
42083229	Generation Park Management District	4180186
42083455	Airline Property Improvement District	4180186
42083481	Aldine Property Improvement District	4180186
42083482	Aldine North Expansion Tracts 1-3	4180186
42083552	Central Business District	4180186
42083800	Near Northwest Management District	4180186
42083806	Greater Greenspoint Management District	4180186
42083980	HCID #18	4180186
42084148	Conjunto Habitacional Jardim Anápolis I	4181536
42084224	Granja São Luís 1ª Seção	4181536
42084287	Алтай 阿勒泰地区	4182948
42084298	北屯市	4182948
42084308	Regional Municipality of Wood Buffalo	4180186
42084311	Іле 伊犁州	4182948
42084314	深汕特别合作区	4182948
42084317	홍제2동	4175771
42084333	Québec	4180190
42084342	克拉玛依市	4182948
42084343	可克达拉市	4182948
42084344	双河市	4182948
42084345	八公山区 (Bagongshan)	4182948
42084346	包河区 (Baohe)	4182948
42084348	大通区 (Datong)	4182948
42084349	杜集区 (Duji)	4182948
42084350	谢家集区 (Xiejiaji)	4182948
42084351	镜湖区 (Jinghu)	4182948
42084352	金安区 (Jin'an)	4182948
42084353	烈山区 (Lieshan)	4182948
42084354	庐阳区 (Luyang)	4182948
42084355	潘集区 (Panji)	4182948
42084356	三山区 (Sanshan)	4182948
42084357	蜀山区 (Shushan)	4182948
42084358	田家庵区 (Tianjia'an)	4182948
42084359	安庆市区	4182948
42084360	蚌埠市区	4182948
42084361	滁州市区	4182948
42084362	黄山市区	4182948
42084363	六安市区	4182948
42084364	马鞍山市区	4182948
42084365	铜陵市区	4182948
42084366	芜湖市区	4182948
42084367	弋江区 (Yijiang)	4182948
42084368	相山区 (Xiangshan)	4182948
42084369	瑶海区 (Yaohai)	4182948
42084370	迎江区 (Yingjiang)	4182948
42084371	杜阳镇	4182948
42084372	龙头铺街道	4182948
42084430	زرزير	4181374
42084431	字中筋	4181524
42084432	관저1동	4175771
42084433	봉원동	4175771
42084434	금창동	4175771
42084435	주안1동	4175771
42084436	창신3동	4175771
42084437	주안2동	4175771
42084438	주안3동	4175771
42084439	주안4동	4175771
42084440	주안5동	4175771
42084441	주안6동	4175771
42084442	주안7동	4175771
42084443	주안8동	4175771
42084444	북가좌1동	4175771
42084445	관동3가	4175771
42084446	고천동	4175771
42084447	망원동	4175771
42084448	발산동	4175771
42084449	방화동	4175771
42084450	방화동	4175771
42084451	북가좌2동	4175771
42084452	충현동	4175771
42084453	충정로2가	4175771
42084454	대현동	4175771
42084455	대신동	4175771
42084456	동인천동	4175771
42084457	공덕동	4175771
42084458	계양2동	4175771
42084459	학익1동	4175771
42084460	학익2동	4175771
42084461	홍은1동	4175771
42084462	홍은2동	4175771
42084463	혜화동	4175771
42084464	현저동	4175771
42084465	임학동	4175771
42084466	마곡동	4175771
42084467	명륜3가	4175771
42084468	남가좌2동	4175771
42084469	오곡동	4175771
42084470	옥천동	4175771
42084471	오류1동	4175771
42084472	오류2동	4175771
42084473	성산2동	4175771
42084474	신당동	4175771
42084475	신공덕동	4175771
42084476	숭인1동	4175771
42084477	숭의1·3동	4175771
42084478	숭의동	4175771
42084479	용종동	4175771
42084490	Holm	4175777
42084490	Holms distrikt	4175777
42084504	Liden	4175777
42084504	Lidens distrikt	4175777
42084598	방화2동	4175771
42084619	고산1동	4175771
42084620	상도4동	4175771
42084621	상도2동	4175771
42084622	상도3동	4175771
42084626	Region 1: Northeast	4180186
42084627	Region 2: Midwest	4180186
42084628	Region 4: West	4180186
42084629	Region 3: South	4180186
42084630	Division 1: New England	4180186
42084631	Division 2: Middle Atlantic	4180186
42084632	Division 3: East North Central	4180186
42084633	Division 4: West North Central	4180186
42084634	Division 6: East South Central	4180186
42084635	Division 7: West South Central	4180186
42084636	Division 8: Mountain	4180186
42084637	Division 5: South Atlantic	4180186
42084638	Division 9: Pacific	4180186
42898160	Long Term Care Visit	4180186
43533175	Md document visit by npp	4180186
43533176	Suicd rsk assessed init eval	4180186
43533177	Pain as doc positive, no f/u	4180186
43533178	1 or more neuropsych	4180186
43533179	Hgb not doc rns not gvn	4180186
43533180	Mobility d/c status	4180186
43533181	Body pos d/c status	4180186
43533182	Motor speech d/c status	4180186
43533183	Lang comp d/c status	4180186
43533184	Motor speech goal status	4180186
43533186	Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of drug-eluting intracoronary stent, atherectomy and angioplasty, including distal protection when performed; single vessel	4180186
43533186	Perc d-e cor revasc t cabg s	4180186
43533187	Perc d-e cor revasc w ami s	4180186
43533187	Percutaneous transluminal revascularization of acute total/subtotal occlusion during acute myocardial infarction, coronary artery or coronary artery bypass graft, any combination of drug-eluting intracoronary stent, atherectomy and angioplasty, including aspiration thrombectomy when performed, single vessel	4180186
43533188	Non-ophthalmic fva	4180186
43533189	0 percent impaired, ltd, res	4180186
43533190	Fecal microbiota prep instil	4180186
43533191	Pt doc no burn prior to d/c	4180186
43533192	Pt w iv ab given on time	4180186
43533193	Scr dep pos, no plan done	4180186
43533194	Elevated or hypertensive blood pressure reading documented, indicated follow-up not documented, reason not given	4180186
43533194	Pre-htn/htn, no f/u, not gvn	4180186
43533195	Mst rcnt hbb < 10g/dl	4180186
43533196	Other pt/ot d/c status	4180186
43533197	Transesoph doppl cardiac mon	4180186
43533198	Voice goal status	4180186
43533200	Epifix or epicord	4180186
43533201	Hmatrix	4180186
43533202	Mometasone sinus implant	4180186
43533203	Ald fm/dm aud input receiver	4180186
43533204	Ald fm/dm system binaural	4180186
43533205	Ldr prostate brachy comp rat	4180186
43533206	Pt doc to have fall in asc	4180186
43533207	Ldlc not pres w/i 12 mo prir	4180186
43533208	Doc pt reas on counsel diet	4180186
43533208	Documentation of patient reason(s) for patient not receiving counseling for diet and physical activity (e.g., patient is not willing to discuss diet or exercise interventions to help control blood pressure, or the patient said he/she refused to make these changes)	4180186
43533209	Oncology measures grp	4180186
43533210	Self care d/c status	4180186
43533211	Lang express goal status	4180186
43533212	Aflibercept injection	4180186
43533213	Medroxyprogesterone acetate	4180186
43533215	Adj chem not pres rsn spec	4180186
43533215	Adjuvant chemotherapy not prescribed or previously received, for documented reasons (e.g., medical co-morbidities, diagnosis date more than 5 years prior to the current visit date, patient's diagnosis date is within 120 days of the end of the 12 month reporting period, patient's cancer has metastasized, medical contraindication/allergy, poor performance status, other medical reasons, patient refusal, other patient reasons, patient is currently enrolled in a clinical trial that precludes prescription of chemotherapy, other system reasons)	4180186
43533216	No rsk fac or 1 mod risk te	4180186
43533217	Other pt/ot current status	4180186
43533218	Swallow d/c status	4180186
43533219	Speech lang goal status	4180186
43533220	Tension ring, vac erect dev	4180186
43533221	Mediskin	4180186
43533222	Ald transmitter microphone	4180186
43533223	Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of drug-eluting intracoronary stent, atherectomy and angioplasty, including distal protection when performed; each additional branch subtended by the bypass graft (list separately in addition to code for primary procedure)	4180186
43533223	Perc d-e cor revasc t cabg b	4180186
43533224	20 to <40 percent impaired	4180186
43533225	40 to <60 percent impaired	4180186
43533226	Cancer treatment plan change	4180186
43533227	Ald fm/dm system, monaural	4180186
43533228	Lvef <40% or dep lv sys fcn	4180186
43533229	Clin tx mdd not comm	4180186
43533230	Hgb >= 10 g/dl	4180186
43533231	Sub pt/ot goal status	4180186
43533232	Memory current status	4180186
43533233	Voice current status	4180186
43533234	Speech lang current status	4180186
43533235	Oral everolimus	4180186
43533236	Inj bulking agent anal canal	4180186
43533237	Grafix stravix prime pl sqcm	4180186
43533238	Cancer treatmentplan initial	4180186
43533239	Phakic iol refractive error	4180186
43533241	Inj, bupivacaine liposome	4180186
43533242	Perc d-e cor revasc chro add	4180186
43533242	Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of drug-eluting intracoronary stent, atherectomy and angioplasty; each additional coronary artery, coronary artery branch, or bypass graft (list separately in addition to code for primary procedure)	4180186
43533243	Seg pneum int legs/trunk	4180186
43533244	Pw actuator replacement	4180186
43533247	Perc drug-el cor stent sing	4180186
43533248	Perc d-e cor stent ather br	4180186
43533249	80 to <100 percent impaired	4180186
43533250	100 percent impaired, ltd	4180186
43533251	Cont intraop neuro monitor	4180186
43533252	No rx ace/arb therapy	4180186
43533253	Carry d/c status	4180186
43533254	Mapcp demo state	4180186
43533255	Atten current status	4180186
43533256	Lang comp goal status	4180186
43533257	Ophthalmic mitomycin	4180186
43533258	Lvef < 40% or lvsd	4180186
43533259	Pt not eligible ace/arb	4180186
43533259	Clinician documented that patient was not an eligible candidate for angiotensin converting enzyme (ace) inhibitor or angiotensin receptor blocker (arb) therapy (eg, allergy, intolerance, pregnancy, renal failure due to ace inhibitor, diseases of the aortic or mitral valve, other medical reasons) or (eg, patient declined, other patient reasons) or (eg, lack of drug availability, other reasons attributable to the health care system)	4180186
43533260	Bmi is documented as being outside of normal parameters, follow-up plan is not documented, documentation the patient is not eligible	4180186
43533260	Bmi doc onl fup nt doc	4180186
43533261	Eld maltreatment doc as pos	4180186
43533262	Elevated or hypertensive blood pressure reading documented, and the indicated follow-up is documented	4180186
43533262	Pre-htn or htn doc, f/u indc	4180186
43533263	Oncology mg qual act perform	4180186
43533264	Documentation of medical reason(s) for not prescribing an fda-approved anticoagulant to a patient with a cha2ds2-vasc score of 0 or 1 for men; or 0, 1, or 2 for women (e.g., present or planned atrial appendage occlusion or ligation)	4180186
43533264	Doc med not presb	4180186
43533265	Mapcp demo physician	4180186
43533266	Methylnaltrexone injection	4180186
43533267	Ald fm/dm ear level receiver	4180186
43533268	Florbetapir f18	4180186
43533269	Pt doc w burn prior to d/c	4180186
43533270	Pt w iv ab not given on time	4180186
43533271	Ajcc mel cnr stg 0 - iic	4180186
43533272	Csi any other than pci 2 yr	4180186
43533273	Sub pt/ot current status	4180186
43533274	Medical home level 1	4180186
43533275	Medical home level ii	4180186
43533276	Mapcp demo community	4180186
43533277	Assess of dep @ initial eval	4180186
43533278	Suicide risk not assessed	4180186
43533280	Pre-htn/htn doc, no pt f/u	4180186
43533281	Pt rcv hedia outpt dyls fac	4180186
43533282	Pt no hedia in outpt fac	4180186
43533283	Documentation of patient reason(s) for not prescribing an oral anticoagulant that is fda approved for the prevention of thromboembolism (e.g., patient preference for not receiving anticoagulation)	4180186
43533283	Doc pt rsn no presc warf/fda	4180186
43533284	Self care goal status	4180186
43533285	Swallow current status	4180186
43533286	Motor speech current status	4180186
43533287	Memory goal status	4180186
43533288	Agriflu vaccine	4180186
43533290	Imported lipodox inj	4180186
43533292	1pc ost pch drain hgh output	4180186
43533293	Molecular pathology interpr	4180186
43533294	Pt doc no wrong event	4180186
43533296	Ald fm/dm transmitter ald	4180186
43533297	Injection, glucarpidase	4180186
43533300	Spir fev1/fvc>=60% & no copd	4180186
43533301	Adj cmo not pres rsn not gvn	4180186
43533302	Fda approved oral anticoagulant is prescribed	4180186
43533302	Warf or other fda drug presc	4180186
43533303	1>=risk or>= mod risk for te	4180186
43533304	Other pt/ot goal status	4180186
43533305	Medical home level iii	4180186
43533306	Atten d/c status	4180186
43533307	Belatacept injection	4180186
43533308	Ibuprofen injection	4180186
43533309	Inj human fibrinogen con nos	4180186
43533310	Ezderm	4180186
43533311	Auricular electrostimulation	4180186
43533313	Spiro no perf or doc	4180186
43533314	Assess vol mgmt not doc	4180186
43533315	Warfrn or othr antcog no rx	4180186
43533316	Carry current status	4180186
43533317	Self care current status	4180186
43533318	Swallow goal status	4180186
43533319	Spirometry test results demonstrate fev1/fvc < 70%, fev1 < 60% predicted and patient has copd symptoms (e.g., dyspnea, cough/sputum, wheezing)	4180186
43533319	Spir fev1/fvc<70%,fev<60%	4180186
43533320	Rx ace or arb therapy	4180186
43533321	Minimally invasive biopsy method attempted but not diagnostic of breast cancer (e.g., high risk lesion of breast such as atypical ductal hyperplasia, lobular neoplasia, atypical lobular hyperplasia, lobular carcinoma in situ, atypical columnar hyperplasia, flat epithelial atypia, radial scar, complex sclerosing lesion, papillary lesion, or any lesion with spindle cells)	4180186
43533321	Mibm but no dx of breast ca	4180186
43533322	Csit on pt any reas 30 days	4180186
43533323	Csi per asx pt w/pci 2 yrs	4180186
43533324	Mobility goal status	4180186
43533325	Body pos goal status	4180186
43533326	Carry goal status	4180186
43533327	Sub pt/ot d/c status	4180186
43533328	Icatibant injection	4180186
43533329	Knee-shin pro flex/ext cont	4180186
43533331	Grafix core, grafixpl core	4180186
43533332	60 to <80 percent impaired	4180186
43533333	Negative pressure wound therapy, (e.g. vacuum assisted drainage collection) using a mechanically-powered device, not durable medical equipment, including provision of cartridge and dressing(s), topical application(s), wound assessment, and instructions for ongoing care, per session; total wounds(s) surface area less than or equal to 50 square centimeters	4180186
43533333	Neg pre wound <=50 sq cm	4180186
43533334	Negative pressure wound therapy, (e.g. vacuum assisted drainage collection) using a mechanically-powered device, not durable medical equipment, including provision of cartridge and dressing(s), topical application(s), wound assessment, and instructions for ongoing care, per session; total wounds(s) surface area greater than 50 square centimeters	4180186
43533334	Neg pres wound >50 sq cm	4180186
43533335	Ald neck, loop ind receiver	4180186
43533336	Ald fm/dm adapt/boot couplin	4180186
43533339	Pt doc no events on discharg	4180186
43533341	Adj chem pres ajcc iii	4180186
43533342	No neuropsych symptoms	4180186
43533344	Csit lowrisk surg pts preop	4180186
43533345	Csit perf on low chd rsk	4180186
43533346	Csit perf sx or high chd rsk	4180186
43533347	Lang express current status	4180186
43533348	Atten goal status	4180186
43533349	Peginesatide injection	4180186
43533350	Non-heu tc-99m add-on/dose	4180186
43533351	Pca3 testing	4180186
43533352	Perc drug-el cor stent bran	4180186
43533353	Perc d-e cor stent ather s	4180186
43533354	Perc d-e cor revasc chro sin	4180186
43533355	1 to <20 percent impaired	4180186
43533356	Pt doc no fall in asc	4180186
43533357	Pt trans to hosp post d/c	4180186
43533358	Pt w/o preop order iv ab pro	4180186
43533359	Asses of dep not documented	4180186
43533360	Most recent assess vol mgmt	4180186
43533361	Mobility current status	4180186
43533362	Memory d/c status	4180186
43533363	Pt doc with wrong event	4180186
43533364	Pt not trans to hosp at d/c	4180186
43533365	Doc fcn/care plan w/30 days	4180186
43533366	Clin tx mdd comm to tx clin	4180186
43533367	Body pos current status	4180186
43533368	Voice d/c status	4180186
43533369	Erwinaze injection	4180186
43533370	Ramus intermedius cor artery	4180186
43533372	Telemonitoring/home per mnth	4180186
43533373	Ald blu tooth fm/dm receiver	4180186
43533375	Ald fm/dm receiver, nos	4180186
43533376	Documentation of medical reason(s) for patient having a hemoglobin level < 10 g/dl (e.g., patients who have non-renal etiologies of anemia [e.g., sickle cell anemia or other hemoglobinopathies, hypersplenism, primary bone marrow disease, anemia related to chemotherapy for diagnosis of malignancy, postoperative bleeding, active bloodstream or peritoneal infection], other medical reasons)	4180186
43533376	Hgb <10g/dl, med rsn	4180186
43533377	Lang comp current status	4180186
43533378	Lang express d/c status	4180186
43533379	Speech lang d/c status	4180186
43533380	Centruroides immune f(ab)	4180186
43533381	Brentuximab vedotin inj	4180186
44777641	picomol per gram hemoglobin	4180186
44777642	picomol per hour and milligram of hemoglobin	4180186
44777643	picomol per kilogram	4180186
44782058	Pt scr tob & cess int	4180186
44782058	Patient screened for tobacco use and received tobacco cessation intervention on the date of the encounter or within the previous 12 months (counseling, pharmacotherapy, or both), if identified as a tobacco user	4180186
44782059	Pall serv during meas	4180186
44782059	Palliative care services given to patient any time during the measurement period	4180186
44782060	2+ antipsy schiz	4180186
44782060	Two or more antipsychotic prescriptions ordered for patients who had a diagnosis of schizophrenia, schizoaffective disorder, or bipolar disorder on or between january 1 of the year prior to the measurement period and the index prescription start date (ipsd) for antipsychotics	4180186
44782061	2+ benzo seiz	4180186
44782061	Two or more benzodiazepine prescriptions ordered for patients who had a diagnosis of seizure disorders, rapid eye movement sleep behavior disorder, benzodiazepine withdrawal, ethanol withdrawal, or severe generalized anxiety disorder on or between january 1 of the year prior to the measurement period and the ipsd for benzodiazepines	4180186
44782062	Pall serv during meas	4180186
44782062	Patients receiving palliative care during the measurement period	4180186
44782063	Patient has any emergency department encounter during the performance period with place of service indicator 23	4180186
44782063	Pt ed pos 23	4180186
44782064	Patient or care partner decline assessment	4180186
44782064	Pt/ptn decln assess	4180186
44782065	On date of encounter, patient is not able to participate in assessment or screening, including non-verbal patients, delirious, severely aphasic, severely developmentally delayed, severe visual or hearing impairment and for those patients, no knowledgeable informant available	4180186
44782065	Pt not able to participate	4180186
44782066	Clinician determines patient does not require referral	4180186
44782066	Clin pt no ref	4180186
44782067	Patient not referred, reason not otherwise specified	4180186
44782067	Pt no ref, rn spec	4180186
44782068	Pt phys/occ therapy	4180186
44782068	Patient already receiving physical/occupational/speech/recreational therapy during the measurement period	4180186
44782069	Pt/ptn decln referral	4180186
44782069	Patient and/or care partner decline referral	4180186
44782070	Referral to physical, occupational, speech, or recreational therapy	4180186
44782070	Ref to therapy	4180186
44782071	Pt mech pros ht valv	4180186
44782071	Patients with mechanical prosthetic heart valve	4180186
44782072	Patients with moderate or severe mitral stenosis	4180186
44782072	Pt mitral stenosis	4180186
44782073	Mrs 90 days post stk	4180186
44782073	Clinical follow-up and mrs score assessed at 90 days following endovascular stroke intervention	4180186
44782074	Clinical follow-up and mrs score not assessed at 90 days following endovascular stroke intervention	4180186
44782074	No mrs 90 days post stk	4180186
44782075	Ped blunt hd traum	4180186
44782075	Pediatric patient with minor blunt head trauma and pecarn prediction criteria are not assessed	4180186
44782310	Doc sys rsn <3 colon	4180186
44782310	Documentation of system reason(s) for an interval of less than 3 years since the last colonoscopy (e.g., unable to locate previous colonoscopy report, previous colonoscopy report was incomplete)	4180186
44786357	Ca tx e-stim electr/transduc	4180186
44786358	Resp suction oral interface	4180186
44786359	Tc99 tilmanocept diag 0.5mci	4180186
44786360	Inj gadoterate meglumi 0.1ml	4180186
44786361	Radioph dx b amyloid pet nos	4180186
44786362	Prov declined alt pmt method	4180186
44786364	Retinal prosth int/ext comp	4180186
44786365	Low cost skin substitute app	4180186
44786366	Low cost skin substitute app	4180186
44786367	Low cost skin substitute app	4180186
44786368	Application of low cost skin substitute graft to trunk, arms, legs, total wound surface area greater than or equal to 100 sq cm; each additional 100 sq cm wound surface area, or part thereof, or each additional 1% of body area of infants and children, or part thereof (list separately in addition to code for primary procedure)	4180186
44786368	Low cost skin substitute app	4180186
44786369	Low cost skin substitute app	4180186
44786370	Low cost skin substitute app	4180186
44786370	Application of low cost skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area up to 100 sq cm; each additional 25 sq cm wound surface area, or part thereof (list separately in addition to code for primary procedure)	4180186
44786371	Application of low cost skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area greater than or equal to 100 sq cm; first 100 sq cm wound surface area, or 1% of body area of infants and children	4180186
44786371	Low cost skin substitute app	4180186
44786372	Low cost skin substitute app	4180186
44786372	Application of low cost skin substitute graft to face, scalp, eyelids, mouth, neck, ears, orbits, genitalia, hands, feet, and/or multiple digits, total wound surface area greater than or equal to 100 sq cm; each additional 100 sq cm wound surface area, or part thereof, or each additional 1% of body area of infants and children, or part thereof (list separately in addition to code for primary procedure)	4180186
44786375	Kcentra, per i.u.	4180186
44786376	Factor ix recombinant	4180186
44786379	Inj, ferric carboxymaltose	4180186
44786380	Loxapine, inhalation powder	4180186
44786381	U/s trtmt, not leiomyomata	4180186
44786382	Anoscopy, submucosal inj	4180186
44786384	Lap esoph augmentation	4180186
44786385	Elec stim cancer treatment	4180186
44786386	O2 flow reg pos inspir press	4180186
44786387	Telehealth inpt pharm mgmt	4180186
44786388	Autologous platelet rich plasma for non-diabetic chronic wounds/ulcers, including phlebotomy, centrifugation, and all other preparatory procedures, administration and dressings, per treatment	4180186
44786388	Autolog prp not diab ulcer	4180186
44786389	Immunohisto/cyto chem 1st st	4180186
44786390	Immunohisto/cyto chem add	4180186
44786391	Hospital outpt clinic visit	4180186
44786392	Bundled payments for care improvement initiative home visit for patient assessment performed by a qualified health care professional for individuals not considered homebound including, but not limited to, assessment of safety, falls, clinical status, fluid status, medication reconciliation/management, patient compliance with orders/plan of care, performance of activities of daily living, appropriateness of care setting; (for use only in the meidcare-approved bundled payments for care improvement initiative); may not be billed for a 30-day period covered by a transitional care management code	4180186
44786392	Bpci home visit	4180186
44786393	Beta not given no reason	4180186
44786394	Beta pres or already taking	4180186
44786395	Medical reason for no beta	4180186
44786396	Pt reason for no beta	4180186
44786397	System reason for no beta	4180186
44786398	Doc not eligible for dep med	4180186
44786399	Mdd pt treated for 180d	4180186
44786400	Mdd pt not treated for 180d	4180186
44786401	Med reason for no ceph	4180186
